Billing Code,Name,Category
29879,"Arthroscopy, knee, surgical",Surgeries & Procedures
31575,"Laryngoscopy, flexible fiberoptic",Consultations & Evaluations
27691,Transfer or transplant of single tendon with muscle redirection or rerouting,Surgeries & Procedures
38589,Laparoscopic Procedures on the Lymph Nodes and Lymphatic Channels,Surgeries & Procedures
21235,Graft,Surgeries & Procedures
26356,"Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath eg, no mans land",Surgeries & Procedures
49616,"Repair of anterior abdominal hernias ie, epigastric, incisional, ventral, umbilical, spigelian, any approach ie, open, laparoscopic, robotic, recurrent",Surgeries & Procedures
25210,Carpectomy,Surgeries & Procedures
37220,"Revascularization, endovascular, open or percutaneous, iliac artery",Cardiovascular Procedures
63042,"Laminotomy hemilaminectomy, with decompression of nerve roots, including partial facetectomy, foraminotomy andor excision of herniated intervertebral disc, reexploration, single interspace",Surgeries & Procedures
35226,"Repair blood vessel, direct",Cardiovascular Procedures
52318,Litholapaxy crushing or fragmentation of calculus by any means in bladder and removal of fragments,Surgeries & Procedures
11044,"Debridement, bone includes epidermis, dermis, subcutaneous tissue, muscle andor fascia, if performed",Surgeries & Procedures
49321,"Laparoscopy, surgical",Surgeries & Procedures
46999,Other Procedures on the Anus,Gastroenterology Procedures
57295,Revision including removal of prosthetic vaginal graft,Surgeries & Procedures
11603,"Excision, malignant lesion including margins, trunk, arms, or legs",Surgeries & Procedures
52441,Vesical Neck and Prostate Surgical Procedures,Surgeries & Procedures
51860,"Cystorrhaphy, suture of bladder wound, injury or rupture",Surgeries & Procedures
11422,"Excision, benign lesion including margins, except skin tag unless listed elsewhere, scalp, neck, hands, feet, genitalia",Surgeries & Procedures
11010,Debridement including removal of foreign material associated with open fractures andor dislocations,Surgeries & Procedures
42440,Excision Procedures on the Salivary Gland and Ducts,Surgeries & Procedures
52214,Urethra and Bladder Transurethral Surgical Procedures,Surgeries & Procedures
31654,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",Surgeries & Procedures
55899,Other Procedures on the Prostate,Surgeries & Procedures
63005,"Laminectomy with exploration andor decompression of spinal cord andor cauda equina, without facetectomy, foraminotomy or discectomy eg, spinal stenosis, 1 or 2 vertebral segments",Surgeries & Procedures
53230,Excision of urethral diverticulum separate procedure,Surgeries & Procedures
45381,"Colonoscopy, flexible, proximal to splenic flexure",Gastroenterology Procedures
28090,"Excision of lesion, tendon, tendon sheath, or capsule including synovectomy eg, cyst or ganglion",Surgeries & Procedures
52301,Cystourethroscopy,Surgeries & Procedures
14041,"Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands andor feet",Surgeries & Procedures
31633,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",Surgeries & Procedures
19125,"Excision of breast lesion identified by preoperative placement of radiological marker, open",Surgeries & Procedures
49570,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
26418,"Repair, extensor tendon, finger, primary or secondary",Surgeries & Procedures
27455,"Osteotomy, proximal tibia, including fibular excision or osteotomy includes correction of genu varus bowleg or genu valgus knockknee",Surgeries & Procedures
69705,"Nasopharyngoscopy, surgical, with dilation of eustachian tube ie, balloon dilation",Surgeries & Procedures
13121,"Repair, complex, scalp, arms, andor legs",Surgeries & Procedures
10081,Incision and drainage of pilonidal cyst,Surgeries & Procedures
36582,Complete Replacement of Central Venous Access Device Through Same Venous Access Site,Surgeries & Procedures
11602,"Excision, malignant lesion including margins, trunk, arms, or legs",Surgeries & Procedures
63020,"Laminotomy hemilaminectomy, with decompression of nerve roots, including partial facetectomy, foraminotomy andor excision of herniated intervertebral disc",Surgeries & Procedures
11442,"Excision, other benign lesion including margins, except skin tag unless listed elsewhere, face, ears, eyelids, nose, lips, mucous membrane",Surgeries & Procedures
15832,"Excision, excessive skin and subcutaneous tissue includes lipectomy",Surgeries & Procedures
21555,"Excision, tumor, soft tissue of neck or anterior thorax, subcutaneous",Surgeries & Procedures
55650,Excision Procedures on the Seminal Vesicles,Surgeries & Procedures
25605,"Closed treatment of distal radial fracture eg, Colles or Smith type or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed",Surgeries & Procedures
25515,Fracture andor Dislocation Procedures on the Forearm and Wrist,Surgeries & Procedures
58300,Introduction Procedures on the Corpus Uteri,Surgeries & Procedures
45330,"Sigmoidoscopy, flexible",Gastroenterology Procedures
63267,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural",Surgeries & Procedures
64704,Neuroplasty,Surgeries & Procedures
11042,"Debridement, subcutaneous tissue includes epidermis and dermis, if performed",Surgeries & Procedures
28272,Capsulotomy,Surgeries & Procedures
58350,Introduction Procedures on the Corpus Uteri,Maternity & Obstetrics
25442,Arthroplasty with prosthetic replacement,Surgeries & Procedures
43277,Endoscopic Retrograde Cholangiopancreatography ERCP,Gastroenterology Procedures
22853,Insertion of Biomechanical Devices,Surgeries & Procedures
10120,"Incision and removal of foreign body, subcutaneous tissues",Surgeries & Procedures
59320,"Cerclage of cervix, during pregnancy",Maternity & Obstetrics
31571,"Laryngoscopy, direct, with injection into vocal cords, therapeutic",Surgeries & Procedures
27680,"Tenolysis, flexor or extensor tendon, leg andor ankle",Surgeries & Procedures
19340,Repair andor Reconstruction Procedures on the Breast,Surgeries & Procedures
92652,Auditory evoked potentials,Laboratory & Diagnostic Tests
36589,Removal of Central Venous Access Device,Surgeries & Procedures
56515,"Destruction of lesions, vulva",Surgeries & Procedures
75710,Diagnostic Radiology Diagnostic Imaging Procedures of the Aorta and Arteries,Imaging & Radiology
54057,"Destruction of lesions, penis eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle, simple",Surgeries & Procedures
21552,"Excision, tumor, soft tissue of neck or anterior thorax, subcutaneous",Surgeries & Procedures
31622,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",Surgeries & Procedures
52317,Litholapaxy crushing or fragmentation of calculus by any means in bladder and removal of fragments,Surgeries & Procedures
26756,Fracture andor Dislocation Procedures on the Hand and Fingers,Surgeries & Procedures
24358,"Tenotomy, elbow, lateral or medial eg, epicondylitis, tennis elbow, golfers elbow",Surgeries & Procedures
13151,"Repair, complex, eyelids, nose, ears andor lips",Surgeries & Procedures
51999,Laparoscopic Procedures on the Bladder,Surgeries & Procedures
50437,Other Renal Introduction InjectionChangeRemoval Procedures,Surgeries & Procedures
50081,"Percutaneous nephrostolithotomy or pyelostolithotomy, lithotripsy, stone extraction",Surgeries & Procedures
52007,"Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",Surgeries & Procedures
27425,"Repair, Revision, andor Reconstruction Procedures on the Femur Thigh Region and Knee Joint",Surgeries & Procedures
15600,Delay of flap or sectioning of flap division and inset,Surgeries & Procedures
31623,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",Surgeries & Procedures
26952,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies",Surgeries & Procedures
J2370,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
15100,AutograftsTissue Cultured Autograft,Surgeries & Procedures
10061,Incision and drainage of abscess,Surgeries & Procedures
64795,Excision and Implantation Procedures on the Somatic Nerves,Surgeries & Procedures
26605,"Closed treatment of metacarpal fracture, single",Surgeries & Procedures
45386,"Colonoscopy, flexible, proximal to splenic flexure",Gastroenterology Procedures
45172,"Excision of rectal tumor, transanal approach",Surgeries & Procedures
11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips",Surgeries & Procedures
36819,"Arteriovenous anastomosis, open",Surgeries & Procedures
54360,Repair Procedures on the Penis,Surgeries & Procedures
20240,"Biopsy, bone, open",Laboratory & Diagnostic Tests
20245,"Biopsy, bone, open",Laboratory & Diagnostic Tests
44799,Other Procedures on the Intestines Except Rectum,Gastroenterology Procedures
27418,"Repair, Revision, andor Reconstruction Procedures on the Femur Thigh Region and Knee Joint",Surgeries & Procedures
22846,Anterior instrumentation,Surgeries & Procedures
28108,Excision Procedures on the Foot and Toes,Surgeries & Procedures
43266,Esophagogastroduodenoscopy,Gastroenterology Procedures
58562,"Hysteroscopy, surgical",Surgeries & Procedures
19300,Mastectomy Procedures,Surgeries & Procedures
29805,EndoscopyArthroscopy Procedures on the Musculoskeletal System,Surgeries & Procedures
31536,"Laryngoscopy, direct, operative, with biopsy",Surgeries & Procedures
29873,"Arthroscopy, knee, surgical",Surgeries & Procedures
75726,Diagnostic Radiology Diagnostic Imaging Procedures of the Aorta and Arteries,Imaging & Radiology
79445,Therapeutic Nuclear Medicine Procedures,Imaging & Radiology
37243,Vascular Embolization or Occlusion,Cardiovascular Procedures
36247,"Selective catheter placement, arterial system abdominal, pelvic or lower extremity artery branch",Cardiovascular Procedures
22850,Spinal Instrumentation Procedures on the Spine Vertebral Column,Surgeries & Procedures
69300,Repair Procedures on the External Ear,Surgeries & Procedures
31641,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",Surgeries & Procedures
64722,Decompression,Surgeries & Procedures
36901,Dialysis Circuit,Laboratory & Diagnostic Tests
23075,"Excision, tumor, soft tissue of shoulder area, subcutaneous",Surgeries & Procedures
63056,"Transpedicular approach with decompression of spinal cord, equina andor nerve roots eg, herniated intervertebral disc, single segment",Surgeries & Procedures
27416,"Repair, Revision, andor Reconstruction Procedures on the Femur Thigh Region and Knee Joint",Surgeries & Procedures
57500,Excision Procedures on the Cervix Uteri,Surgeries & Procedures
55041,Excision of hydrocele,Surgeries & Procedures
34421,"Thrombectomy, direct or with catheter",Surgeries & Procedures
28039,"Excision, tumor, soft tissue of foot or toe, subcutaneous",Surgeries & Procedures
92979,Coronary Therapeutic Services and Procedures,Cardiovascular Procedures
26160,Excision Procedures on the Hand and Fingers,Surgeries & Procedures
49615,"Repair of anterior abdominal hernias ie, epigastric, incisional, ventral, umbilical, spigelian, any approach ie, open, laparoscopic, robotic, recurrent",Surgeries & Procedures
11441,"Excision, other benign lesion including margins, except skin tag unless listed elsewhere, face, ears, eyelids, nose, lips, mucous membrane",Surgeries & Procedures
11643,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips",Surgeries & Procedures
49590,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
45400,"Laparoscopy, surgical",Surgeries & Procedures
11604,"Excision, malignant lesion including margins, trunk, arms, or legs",Surgeries & Procedures
69620,Repair Procedures on the Middle Ear,Surgeries & Procedures
27337,"Excision, tumor, soft tissue of thigh or knee area, subcutaneous",Surgeries & Procedures
38531,Biopsy or excision of lymph nodes,Surgeries & Procedures
11444,"Excision, other benign lesion including margins, except skin tag unless listed elsewhere, face, ears, eyelids, nose, lips, mucous membrane",Surgeries & Procedures
49521,"Repair recurrent inguinal hernia, any age",Surgeries & Procedures
29891,EndoscopyArthroscopy Procedures on the Musculoskeletal System,Surgeries & Procedures
29892,EndoscopyArthroscopy Procedures on the Musculoskeletal System,Surgeries & Procedures
58800,"Drainage of ovarian cysts, unilateral or bilateral separate procedure",Surgeries & Procedures
28092,"Excision of lesion, tendon, tendon sheath, or capsule including synovectomy eg, cyst or ganglion",Surgeries & Procedures
28299,"Correction, hallux valgus bunionectomy, with sesamoidectomy",Surgeries & Procedures
93459,"Catheter placement in coronary arterys for coronary angiography, including intraprocedural injections for coronary angiography",Cardiovascular Procedures
C8925,"Transesophageal echocardiography tee with contrast, or without contrast followed by with contrast, real time with image documentation 2d with or without mmode recording including probe placement, image acquisition, interpretation more and report",Imaging & Radiology
37252,Intravascular Ultrasound Procedures on Arteries and Veins,Cardiovascular Procedures
36215,"Selective catheter placement, arterial system thoracic or brachiocephalic branch",Cardiovascular Procedures
30930,Other Procedures on the Nose,Surgeries & Procedures
46947,Repair Procedures on the Anus,Gastroenterology Procedures
25270,"Repair, tendon or muscle, extensor, forearm andor wrist",Surgeries & Procedures
43273,Endoscopic Retrograde Cholangiopancreatography ERCP,Gastroenterology Procedures
31899,Other Procedures on the Trachea or Bronchi,Surgeries & Procedures
21601,Excision of chest wall tumor includinginvolving ribs,Surgeries & Procedures
31255,"Nasalsinus endoscopy, surgical",Surgeries & Procedures
36573,"Insertion of peripherally inserted central venous catheter PICC, without subcutaneous port or pump",Surgeries & Procedures
27752,Closed treatment of tibial shaft fracture with or without fibular fracture,Surgeries & Procedures
15731,Flaps Skin andor Deep Tissues Procedures,Surgeries & Procedures
64831,"Suture of digital nerve, hand or foot",Surgeries & Procedures
23140,Excision or curettage of bone cyst or benign tumor of clavicle or scapula,Surgeries & Procedures
24073,"Excision, tumor, soft tissue of upper arm or elbow area, subfascial eg, intramuscular",Surgeries & Procedures
21011,"Excision, tumor, soft tissue of face or scalp, subcutaneous",Surgeries & Procedures
36558,"Insertion of tunneled centrally inserted central venous catheter, without subcutaneous port or pump",Surgeries & Procedures
31238,"Nasalsinus endoscopy, surgical",Surgeries & Procedures
58555,LaparoscopicHysteroscopic Procedures on the Corpus Uteri,Surgeries & Procedures
26765,Fracture andor Dislocation Procedures on the Hand and Fingers,Surgeries & Procedures
21556,"Excision, tumor, soft tissue of neck or anterior thorax, subfascial eg, intramuscular",Surgeries & Procedures
57268,Repair Procedures on the Vagina,Surgeries & Procedures
15734,"Muscle, myocutaneous, or fasciocutaneous flap",Surgeries & Procedures
61782,"Stereotaxis Procedures on the Skull, Meninges, and Brain",Surgeries & Procedures
46050,Incision Procedures on the Anus,Gastroenterology Procedures
27385,Suture of quadriceps or hamstring muscle rupture,Surgeries & Procedures
43245,Esophagogastroduodenoscopy,Gastroenterology Procedures
57282,"Colpopexy, vaginal",Surgeries & Procedures
46040,Incision Procedures on the Anus,Gastroenterology Procedures
44361,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum",Gastroenterology Procedures
76937,Ultrasonic Guidance Procedures,Imaging & Radiology
36581,Complete Replacement of Central Venous Access Device Through Same Venous Access Site,Surgeries & Procedures
29834,"Arthroscopy, elbow, surgical",Surgeries & Procedures
29836,"Arthroscopy, elbow, surgical",Surgeries & Procedures
58578,LaparoscopicHysteroscopic Procedures on the Corpus Uteri,Surgeries & Procedures
46080,Incision Procedures on the Anus,
31287,"Nasalsinus endoscopy, surgical, with sphenoidotomy",Surgeries & Procedures
74301,Cholangiography andor pancreatography,Gastroenterology Procedures
63035,"Laminotomy hemilaminectomy, with decompression of nerve roots, including partial facetectomy, foraminotomy andor excision of herniated intervertebral disc",Surgeries & Procedures
63045,"Laminectomy, facetectomy and foraminotomy unilateral or bilateral with decompression of spinal cord, cauda equina andor nerve roots, eg, spinal or lateral recess stenosis, single more vertebral segment",Surgeries & Procedures
27618,"Excision, tumor, soft tissue of leg or ankle area, subcutaneous",Surgeries & Procedures
51102,Aspiration of bladder,Surgeries & Procedures
52330,Cystourethroscopy including ureteral catheterization,Surgeries & Procedures
23405,"Tenotomy, shoulder area",Surgeries & Procedures
19330,Repair andor Reconstruction Procedures on the Breast,Surgeries & Procedures
56810,"Repair Procedures on the Vulva, Perineum and Introitus",Surgeries & Procedures
57023,Incision and drainage of vaginal hematoma,Surgeries & Procedures
69990,Operating Microscope Procedures,Surgeries & Procedures
25606,Fracture andor Dislocation Procedures on the Forearm and Wrist,Surgeries & Procedures
54100,Biopsy of penis,Surgeries & Procedures
29893,EndoscopyArthroscopy Procedures on the Musculoskeletal System,Surgeries & Procedures
55706,Incision Procedures on the Prostate,Surgeries & Procedures
43233,Esophagogastroduodenoscopy,Gastroenterology Procedures
14001,"Adjacent tissue transfer or rearrangement, trunk",Surgeries & Procedures
28112,"Ostectomy, complete excision",Surgeries & Procedures
11982,Introduction or Removal Procedures on the Integumentary System,Surgeries & Procedures
12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips andor mucous membranes",Surgeries & Procedures
10121,"Incision and removal of foreign body, subcutaneous tissues",Surgeries & Procedures
26236,"Partial excision craterization, saucerization, or diaphysectomy bone eg, osteomyelitis",Surgeries & Procedures
45499,Laparoscopic Repair Procedures on the Rectum,Gastroenterology Procedures
57130,Excision Procedures on the Vagina,Surgeries & Procedures
57065,Destruction of vaginal lesions,Surgeries & Procedures
24357,"Tenotomy, elbow, lateral or medial eg, epicondylitis, tennis elbow, golfers elbow",Surgeries & Procedures
44369,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum",Gastroenterology Procedures
11601,"Excision, malignant lesion including margins, trunk, arms, or legs",Surgeries & Procedures
31276,Endoscopy Procedures on the Accessory Sinuses,Surgeries & Procedures
42960,"Control oropharyngeal hemorrhage, primary or secondary eg, posttonsillectomy",Surgeries & Procedures
28810,Amputation Procedures on the Foot and Toes,Surgeries & Procedures
15835,"Excision, excessive skin and subcutaneous tissue includes lipectomy",Surgeries & Procedures
15834,"Excision, excessive skin and subcutaneous tissue includes lipectomy",Surgeries & Procedures
51992,"Laparoscopy, surgical",Surgeries & Procedures
24075,"Excision, tumor, soft tissue of upper arm or elbow area, subcutaneous",Surgeries & Procedures
67904,Repair of blepharoptosis,Surgeries & Procedures
56501,"Destruction of lesions, vulva",Surgeries & Procedures
J3010,"Injection, fentanyl citrate, 01 mg",Pharmacotherapy & Drug Administration
31237,"Nasalsinus endoscopy, surgical",Surgeries & Procedures
20550,Injections,Pharmacotherapy & Drug Administration
15822,"Blepharoplasty, upper eyelid",Surgeries & Procedures
54860,Epididymectomy,Surgeries & Procedures
17004,Destruction Procedures on Benign or Premalignant Lesions of the Integumentary System,Surgeries & Procedures
69420,Incision Procedures on the Middle Ear,Surgeries & Procedures
31502,Introduction Procedures on the Larynx,Surgeries & Procedures
25075,"Excision, tumor, soft tissue of forearm andor wrist area, subcutaneous",Surgeries & Procedures
43999,Other Procedures on the Stomach,Gastroenterology Procedures
27339,"Excision, tumor, soft tissue of thigh or knee area, subfascial eg, intramuscular",Surgeries & Procedures
19361,Breast reconstruction,Surgeries & Procedures
64719,Neuroplasty andor transposition,Surgeries & Procedures
11760,Surgical Procedures on the Nails,Surgeries & Procedures
21931,"Excision, tumor, soft tissue of back or flank, subcutaneous",Surgeries & Procedures
26540,"Repair, Revision, andor Reconstruction Procedures on the Hand and Fingers",Surgeries & Procedures
97606,"Negative pressure wound therapy eg, vacuum assisted drainage collection, including topical applications, wound assessment, and instructions for ongoing care, per session",Surgeries & Procedures
44388,Colonoscopy through stoma,Gastroenterology Procedures
27632,"Excision, tumor, soft tissue of leg or ankle area, subcutaneous",Surgeries & Procedures
46230,Excision Procedures on the Anus,Surgeries & Procedures
26426,"Repair of extensor tendon, central slip, secondary eg, boutonniere deformity",Surgeries & Procedures
11446,"Excision, other benign lesion including margins, except skin tag unless listed elsewhere, face, ears, eyelids, nose, lips, mucous membrane",Surgeries & Procedures
66174,"Transluminal dilation of aqueous outflow canal eg, canaloplasty",Surgeries & Procedures
11200,"Removal of skin tags, multiple fibrocutaneous tags, any area",Surgeries & Procedures
28296,"Correction, hallux valgus bunionectomy, with sesamoidectomy",Surgeries & Procedures
23665,Fracture andor Dislocation Procedures on the Shoulder,Surgeries & Procedures
19287,Placement of breast localization devices,Surgeries & Procedures
11626,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia",Surgeries & Procedures
11046,"Debridement, muscle andor fascia includes epidermis, dermis, and subcutaneous tissue, if performed",Surgeries & Procedures
21012,"Excision, tumor, soft tissue of face or scalp, subcutaneous",Surgeries & Procedures
26951,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies",Surgeries & Procedures
31632,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed",Surgeries & Procedures
11012,Debridement including removal of foreign material associated with open fractures andor dislocations,Surgeries & Procedures
19084,Biopsy of breast with placement of breast localization devices,Surgeries & Procedures
23076,"Excision, tumor, soft tissue of shoulder area, subfascial eg, intramuscular",Surgeries & Procedures
42825,"Tonsillectomy, primary or secondary",Surgeries & Procedures
27043,"Excision, tumor, soft tissue of pelvis and hip area, subcutaneous",Surgeries & Procedures
69145,Excision Procedures on the External Ear,Surgeries & Procedures
31288,"Nasalsinus endoscopy, surgical, with sphenoidotomy",Surgeries & Procedures
26480,"Transfer or transplant of tendon, carpometacarpal area or dorsum of hand",Surgeries & Procedures
36140,IntraArterialIntraAortic Vascular Injection Procedures,Cardiovascular Procedures
20611,"Arthrocentesis, aspiration andor injection",Surgeries & Procedures
J1170,"Injection, hydromorphone, up to 4 mg",Pharmacotherapy & Drug Administration
J7030,"Infusion, normal saline solution , 1000 cc",Pharmacotherapy & Drug Administration
15774,Grafting of autologous fat harvested by liposuction technique,Surgeries & Procedures
15773,Grafting of autologous fat harvested by liposuction technique,Surgeries & Procedures
25505,Closed treatment of radial shaft fracture,Surgeries & Procedures
44380,"Ileoscopy, through stoma",Gastroenterology Procedures
36907,Dialysis Circuit,Laboratory & Diagnostic Tests
20912,Cartilage graft,Surgeries & Procedures
15630,Delay of flap or sectioning of flap division and inset,Surgeries & Procedures
25600,"Closed treatment of distal radial fracture eg, Colles or Smith type or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed",Surgeries & Procedures
44389,Colonoscopy through stoma,Gastroenterology Procedures
53665,Manipulation Procedures on the Urethra,Surgeries & Procedures
11443,"Excision, other benign lesion including margins, except skin tag unless listed elsewhere, face, ears, eyelids, nose, lips, mucous membrane",Surgeries & Procedures
49999,Surgical Procedures on the Omental Flap,Surgeries & Procedures
28645,Fracture andor Dislocation Procedures on the Foot and Toes,Surgeries & Procedures
56700,"Excision Procedures on the Vulva, Perineum and Introitus",Surgeries & Procedures
13100,"Repair, complex, trunk",Surgeries & Procedures
15738,"Muscle, myocutaneous, or fasciocutaneous flap",Surgeries & Procedures
31240,"Nasalsinus endoscopy, surgical",Surgeries & Procedures
J3370,"Injection, vancomycin hcl, 500 mg",Pharmacotherapy & Drug Administration
J0171,"Injection, adrenalin, epinephrine, 01 mg",Pharmacotherapy & Drug Administration
J0690,"Injection, cefazolin sodium, 500 mg",Pharmacotherapy & Drug Administration
26116,"Excision, tumor, soft tissue, or vascular malformation, of hand or finger, subfascial eg, intramuscular",Surgeries & Procedures
55520,Excision Procedures on the Spermatic Cord,Surgeries & Procedures
31525,"Laryngoscopy direct, with or without tracheoscopy",Surgeries & Procedures
58805,"Drainage of ovarian cysts, unilateral or bilateral separate procedure",Surgeries & Procedures
25520,Fracture andor Dislocation Procedures on the Forearm and Wrist,Surgeries & Procedures
13132,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands andor feet",Surgeries & Procedures
11045,"Debridement, subcutaneous tissue includes epidermis and dermis, if performed",Surgeries & Procedures
37609,Ligation Procedures on Arteries and Veins,Surgeries & Procedures
27340,Excision Procedures on the Femur Thigh Region and Knee Joint,Surgeries & Procedures
11732,"Avulsion of nail plate, partial or complete, simple",Surgeries & Procedures
10160,"Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",Surgeries & Procedures
45338,"Sigmoidoscopy, flexible",Gastroenterology Procedures
75774,Diagnostic Radiology Diagnostic Imaging Procedures of the Aorta and Arteries,Imaging & Radiology
36246,"Selective catheter placement, arterial system abdominal, pelvic or lower extremity artery branch",Cardiovascular Procedures
69424,Incision Procedures on the Middle Ear,Surgeries & Procedures
42808,"Excision and Destruction Procedures on the Pharynx, Adenoids, and Tonsils",Surgeries & Procedures
69610,Repair Procedures on the Middle Ear,Surgeries & Procedures
43450,Manipulation Procedures on the Esophagus,Gastroenterology Procedures
27048,"Excision, tumor, soft tissue of pelvis and hip area, subfascial eg, intramuscular",Surgeries & Procedures
40810,"Excision of lesion of mucosa and submucosa, vestibule of mouth",Surgeries & Procedures
45379,"Colonoscopy, flexible, proximal to splenic flexure",Gastroenterology Procedures
12042,"Repair, intermediate, wounds of neck, hands, feet andor external genitalia",Surgeries & Procedures
43200,"Esophagoscopy, flexible, transoral",Gastroenterology Procedures
69421,Incision Procedures on the Middle Ear,Surgeries & Procedures
44390,Colonoscopy through stoma,Gastroenterology Procedures
11622,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia",Surgeries & Procedures
45300,"Proctosigmoidoscopy, rigid",Gastroenterology Procedures
28122,"Partial excision craterization, saucerization, sequestrectomy, or diaphysectomy bone eg, osteomyelitis or bossing",Surgeries & Procedures
28080,Excision Procedures on the Foot and Toes,Surgeries & Procedures
97605,"Negative pressure wound therapy eg, vacuum assisted drainage collection, including topical applications, wound assessment, and instructions for ongoing care, per session",Surgeries & Procedures
29515,Lower Extremity Application of Splints,Rehabilitation & Physical Therapy
15004,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar including subcutaneous tissues, or incisional release of scar more contracture, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet andor multiple digits",Surgeries & Procedures
15240,"Full Thickness Graft, Free",Surgeries & Procedures
28288,"Repair, Revision, andor Reconstruction Procedures on the Foot and Toes",Surgeries & Procedures
0042T,Other ProceduresServices,Other
70110,"Radiologic examination, mandible",Imaging & Radiology
70140,"Radiologic examination, facial bones",Imaging & Radiology
70150,"Radiologic examination, facial bones",Imaging & Radiology
70260,"Radiologic examination, skull",Imaging & Radiology
70330,"Radiologic examination, temporomandibular joint, open and closed mouth",Imaging & Radiology
70355,Diagnostic Radiology Diagnostic Imaging Procedures of the Head and Neck,Imaging & Radiology
70360,Radiologic examination,Imaging & Radiology
70450,"Computed tomography, head or brain",Imaging & Radiology
70470,"Computed tomography, head or brain",Imaging & Radiology
70481,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear",Imaging & Radiology
70490,"Computed tomography, soft tissue neck",Imaging & Radiology
70491,"Computed tomography, soft tissue neck",Imaging & Radiology
70492,"Computed tomography, soft tissue neck",Imaging & Radiology
70496,Diagnostic Radiology Diagnostic Imaging Procedures of the Head and Neck,Imaging & Radiology
70498,Diagnostic Radiology Diagnostic Imaging Procedures of the Head and Neck,Imaging & Radiology
70540,"Magnetic resonance eg, proton imaging, orbit, face, andor neck",Imaging & Radiology
70544,"Magnetic resonance angiography, head",Imaging & Radiology
70547,"Magnetic resonance angiography, neck",Imaging & Radiology
70549,"Magnetic resonance angiography, neck",Imaging & Radiology
70552,"Magnetic resonance eg, proton imaging, brain including brain stem",Imaging & Radiology
70553,"Magnetic resonance eg, proton imaging, brain including brain stem",Imaging & Radiology
71045,"Radiologic examination, chest",Imaging & Radiology
71046,"Radiologic examination, chest",Imaging & Radiology
71047,"Radiologic examination, chest",Imaging & Radiology
71048,"Radiologic examination, chest",Imaging & Radiology
71101,"Radiologic examination, ribs, unilateral",Imaging & Radiology
71110,"Radiologic examination, ribs, bilateral",Imaging & Radiology
71120,Radiologic examination,Imaging & Radiology
71250,"Computed tomography, thorax",Imaging & Radiology
71270,"Computed tomography, thorax",Imaging & Radiology
71271,"Computed tomography, thorax",Imaging & Radiology
71275,Diagnostic Radiology Diagnostic Imaging Procedures of the Chest,Imaging & Radiology
72050,"Radiologic examination, spine, cervical",Imaging & Radiology
72052,"Radiologic examination, spine, cervical",Imaging & Radiology
72070,"Radiologic examination, spine thoracic",Imaging & Radiology
72072,"Radiologic examination, spine thoracic",Imaging & Radiology
72080,"Radiologic examination, spine",Imaging & Radiology
72081,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed eg, scoliosis evaluation",Imaging & Radiology
72084,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed eg, scoliosis evaluation",Imaging & Radiology
72100,"Radiologic examination, spine, lumbosacral",Imaging & Radiology
72110,"Radiologic examination, spine, lumbosacral",Imaging & Radiology
72114,"Radiologic examination, spine, lumbosacral",Imaging & Radiology
72120,"Radiologic examination, spine, lumbosacral",Imaging & Radiology
72125,"Computed tomography, cervical spine",Imaging & Radiology
72128,"Computed tomography, thoracic spine",Imaging & Radiology
